0	0.135214	-8.5E-14
0.0025	0.064804	-8E-14
0.005	0.082136	-7.4E-14
0.0075	0.093288	-6E-14
0.01	0.097066	-6.1E-14
0.0125	0.15736	-5E-14
0.015	0.078988	-7.2E-14
0.0175	0.110688	-7.3E-14
0.02	0.073482	-6.7E-14
0.0225	0.061996	-8E-14
0.025	0.191694	-7.5E-14
0.0275	0.102336	-7.2E-14
0.03	0.159838	-7.2E-14
0.0325	0.082426	-7.8E-14
0.035	0.055742	-7.6E-14
0.0375	0.075496	-8.1E-14
0.04	0.23213	-6.8E-14
0.0425	0.116514	-7.8E-14
0.045	0.22272	-7.6E-14
0.0475	0.183314	-6.2E-14
0.05	0.226786	-7.7E-14
0.0525	0.278428	-1.8E-14
0.055	0.172636	4.7E-14
0.0575	0.203222	-2.7E-14
0.06	0.30035	-1.3E-14
0.0625	0.12503	3.2E-14
0.065	0.157374	-2.4E-14
0.0675	0.151564	-3.6E-14
0.07	0.061378	-4.9E-14
0.0725	0.320514	-5.2E-14
0.075	0.186688	-5E-14
0.0775	0.219184	-5.5E-14
0.08	0.21801	-4.5E-14
0.0825	0.123358	-5.3E-14
0.085	0.161912	-3.9E-14
0.0875	0.243974	-4.1E-14
0.09	0.20502	-3.6E-14
0.0925	0.227616	2.08E-13
0.095	0.112462	1.84E-13
0.0975	0.352428	1.44E-13
0.1	0.186718	6.8E-14
0.1025	0.326894	3.098E-12
0.105	0.307592	4.163E-12
0.1075	0.143794	4.79E-12
0.11	0.124658	4.243E-12
0.1125	0.358288	4.213E-12
0.115	0.30567	4.197E-12
0.1175	0.290486	4.345E-12
0.12	0.328502	4.626E-12
0.1225	0.14941	4.404E-12
0.125	0.261016	3.564E-12
0.1275	0.21197	4.028E-12
0.13	0.319138	4.516E-12
0.1325	0.2826	4.484E-12
0.135	0.239308	4.953E-12
0.1375	0.26531	4.995E-12
0.14	0.239216	5.558E-12
0.1425	0.158682	5.565E-12
0.145	0.23648	3.533E-12
0.1475	0.300886	3.067E-12
0.15	0.199768	2.785E-12
0.1525	0.211812	2.1974E-11
0.155	0.294972	4.6818E-11
0.1575	0.210164	4.564E-11
0.16	0.306748	3.926E-11
0.1625	0.11964	3.935E-11
0.165	0.269882	4.8255E-11
0.1675	0.321248	4.4506E-11
0.17	0.177002	4.2561E-11
0.1725	0.221888	5.2968E-11
0.175	0.235318	4.4925E-11
0.1775	0.339958	3.0367E-11
0.18	0.365042	2.9617E-11
0.1825	0.249832	2.9846E-11
0.185	0.218774	2.3818E-11
0.1875	0.193958	2.3515E-11
0.19	0.301472	2.462E-11
0.1925	0.273154	2.4944E-11
0.195	0.297492	2.5952E-11
0.1975	0.250222	2.3799E-11
0.2	0.34087	2.465E-11
0.2025	0.227952	1.09163E-10
0.205	0.104784	1.24093E-10
0.2075	0.200584	1.4008E-10
0.21	0.258484	1.33782E-10
0.2125	0.16995	1.27366E-10
0.215	0.11159	1.16524E-10
0.2175	0.052044	1.15577E-10
0.22	0.0891	1.21635E-10
0.2225	0.130722	1.24098E-10
0.225	0.212558	1.2289E-10
0.2275	0.125812	1.3432E-10
0.23	0.286788	1.30893E-10
0.2325	0.193652	1.29002E-10
0.235	0.120896	1.12921E-10
0.2375	0.148692	1.24316E-10
0.24	0.169954	1.18751E-10
0.2425	0.233082	1.30427E-10
0.245	0.150048	1.18565E-10
0.2475	0.13114	1.21901E-10
0.25	0.088216	1.293E-10
0.2525	0.194618	3.3022E-10
0.255	0.086774	3.4368E-10
0.2575	0.130954	3.5895E-10
0.26	0.038164	3.5268E-10
0.2625	0.05021	3.7127E-10
0.265	0.09596	3.7302E-10
0.2675	0.145446	3.4655E-10
0.27	0.200176	3.4895E-10
0.2725	0.166662	3.3034E-10
0.275	0.122378	3.4209E-10
0.2775	0.138278	4.1369E-10
0.28	0.107094	3.9377E-10
0.2825	0.050726	4.1679E-10
0.285	0.043548	3.9512E-10
0.2875	0.104466	3.9577E-10
0.29	0.181708	4.096E-10
0.2925	0.223708	3.7228E-10
0.295	0.077012	4.072E-10
0.2975	0.064376	3.6741E-10
0.3	0.106212	3.6013E-10
0.3025	0.154148	6.5849E-10
0.305	0.311758	6.2756E-10
0.3075	0.282754	6.4373E-10
0.31	0.209572	5.5099E-10
0.3125	0.20245	5.7621E-10
0.315	0.28532	6.2678E-10
0.3175	0.353538	6.4235E-10
0.32	0.100798	6.283E-10
0.3225	0.104374	6.4254E-10
0.325	0.342376	6.3498E-10
0.3275	0.418428	6.1967E-10
0.33	0.084538	6.1085E-10
0.3325	0.349642	6.8591E-10
0.335	0.284036	9.177E-10
0.3375	0.231978	8.9526E-10
0.34	0.227256	8.6672E-10
0.3425	0.182564	8.3292E-10
0.345	0.36447	9.2279E-10
0.3475	0.198418	8.6539E-10
0.35	0.511332	8.6535E-10
0.3525	0.270826	8.8399E-10
0.355	0.197478	1.31399E-09
0.3575	0.345178	1.23735E-09
0.36	0.519866	1.22697E-09
0.3625	0.225042	1.21002E-09
0.365	0.152752	1.28162E-09
0.3675	0.29877	1.29371E-09
0.37	0.313628	1.31639E-09
0.3725	0.440746	1.23646E-09
0.375	0.41969	1.38021E-09
0.3775	0.566814	1.26101E-09
0.38	0.360724	1.28825E-09
0.3825	0.323734	1.42305E-09
0.385	0.407336	1.40134E-09
0.3875	0.090822	1.74861E-09
0.39	0.368646	1.31265E-09
0.3925	0.532162	1.27357E-09
0.395	0.25278	1.36627E-09
0.3975	0.447974	1.70276E-09
0.4	0.69004	1.58322E-09
0.4025	0.276006	1.47741E-09
0.405	0.483758	1.59794E-09
0.4075	0.112268	1.64207E-09
0.41	0.33141	1.86757E-09
0.4125	0.264446	1.75761E-09
0.415	0.27604	1.80111E-09
0.4175	0.381518	1.88791E-09
0.42	0.395278	2.46736E-09
0.4225	0.14459	1.91228E-09
0.425	0.317952	1.93667E-09
0.4275	0.591978	2.26933E-09
0.43	0.703068	2.14798E-09
0.4325	0.426828	2.40522E-09
0.435	0.506904	2.33109E-09
0.4375	0.343212	2.18005E-09
0.44	0.35116	2.31624E-09
0.4425	0.534142	2.3045E-09
0.445	0.704508	2.75317E-09
0.4475	0.675906	2.18746E-09
0.45	0.259264	2.57018E-09
0.4525	0.482242	2.6247E-09
0.455	0.57101	3.12449E-09
0.4575	0.38154	2.36015E-09
0.46	0.493284	2.23747E-09
0.4625	0.424158	2.38526E-09
0.465	0.344824	2.28973E-09
0.4675	0.672294	2.66404E-09
0.47	0.302862	2.54266E-09
0.4725	0.289036	2.69768E-09
0.475	0.48325	2.81415E-09
0.4775	0.47146	2.6532E-09
0.48	0.12668	2.56383E-09
0.4825	0.387118	2.56713E-09
0.485	0.270678	2.58185E-09
0.4875	0.487116	2.26391E-09
0.49	0.44287	2.26085E-09
0.4925	0.490754	2.63873E-09
0.495	0.313208	2.65641E-09
0.4975	0.576632	2.9261E-09
0.5	0.74922	3.33953E-09
0.5	0.658998	2.64591E-09
0.4975	0.498246	2.2373E-09
0.495	0.640658	2.459E-09
0.4925	0.451616	2.91227E-09
0.49	0.236354	2.92182E-09
0.4875	0.37601	2.99966E-09
0.485	0.541072	2.84528E-09
0.4825	0.41709	2.56355E-09
0.48	0.901298	2.98316E-09
0.4775	0.542024	2.9269E-09
