-0.5	5.49442E-10	-1.535E-11	-5.50524E-10	
-0.495	5.48473E-10	-2.145E-11	-5.49258E-10	
-0.49	5.50433E-10	5.35E-12	-5.50975E-10	
-0.485	5.481E-10	2.425E-11	-5.48333E-10	
-0.48	5.50727E-10	-5.1E-12	-5.50188E-10	
-0.475	5.49241E-10	-2E-13	-5.4755E-10	
-0.47	5.50362E-10	2.95E-12	-5.49022E-10	
-0.465	5.50084E-10	-1.855E-11	-5.49088E-10	
-0.46	5.51181E-10	-5.2E-12	-5.50439E-10	
-0.455	5.50857E-10	-1.22E-11	-5.51178E-10	
-0.45	5.51048E-10	3.3E-12	-5.51026E-10	
-0.445	5.51415E-10	-6.65E-12	-5.5256E-10	
-0.44	5.50322E-10	-6.5E-13	-5.51089E-10	
-0.435	5.51423E-10	7.5E-13	-5.52897E-10	
-0.43	5.50175E-10	-5E-13	-5.49862E-10	
-0.425	5.50934E-10	4.9E-12	-5.52893E-10	
-0.42	5.50636E-10	2.89E-11	-5.49867E-10	
-0.415	5.51376E-10	-2.1E-12	-5.52388E-10	
-0.41	5.50181E-10	-5.35E-12	-5.50712E-10	
-0.405	5.52542E-10	-2.75E-12	-5.51951E-10	
-0.4	5.49634E-10	-6.95E-12	-5.49819E-10	
-0.395	5.51655E-10	1.68E-11	-5.51504E-10	
-0.39	5.49982E-10	-4.1E-12	-5.48325E-10	
-0.385	5.51498E-10	-7.25E-12	-5.50639E-10	
-0.38	5.50789E-10	-1.46E-11	-5.50435E-10	
-0.375	5.51862E-10	-3.3E-12	-5.50965E-10	
-0.37	5.51324E-10	-2.68E-11	-5.52718E-10	
-0.365	5.5101E-10	-6.45E-12	-5.51934E-10	
-0.36	5.52079E-10	2.09E-11	-5.52293E-10	
-0.355	5.51584E-10	1.38E-11	-5.5177E-10	
-0.35	5.52773E-10	4.09E-11	-5.53129E-10	
-0.345	5.50416E-10	6.1E-12	-5.5011E-10	
-0.34	5.52344E-10	1.455E-11	-5.52577E-10	
-0.335	5.51292E-10	3.38E-11	-5.50923E-10	
-0.33	5.53583E-10	-9.7E-12	-5.53278E-10	
-0.325	5.51784E-10	3.7E-12	-5.51563E-10	
-0.32	5.53709E-10	5.85E-12	-5.52627E-10	
-0.315	5.51932E-10	-1.65E-12	-5.51843E-10	
-0.31	5.53269E-10	-8.25E-12	-5.53176E-10	
-0.305	5.51398E-10	1.5E-12	-5.49472E-10	
-0.3	5.5292E-10	6.35E-12	-5.52583E-10	
-0.295	5.53747E-10	2.33E-11	-5.52402E-10	
-0.29	5.53396E-10	-1.2E-12	-5.54272E-10	
-0.285	5.53435E-10	1.22E-11	-5.53894E-10	
-0.28	5.52097E-10	-2.45E-12	-5.53147E-10	
-0.275	5.54119E-10	-2.8E-12	-5.52767E-10	
-0.27	5.5299E-10	8.8E-12	-5.53085E-10	
-0.265	5.55298E-10	-4.3E-12	-5.55033E-10	
-0.26	5.54397E-10	-2.4E-11	-5.54127E-10	
-0.255	5.55698E-10	3.25E-12	-5.5628E-10	
-0.25	5.55037E-10	7.85E-12	-5.55422E-10	
-0.245	5.56046E-10	3.6E-12	-5.57356E-10	
-0.24	5.54915E-10	2.6E-12	-5.55255E-10	
-0.235	5.57141E-10	7.6E-12	-5.5697E-10	
-0.23	5.56192E-10	2.545E-11	-5.55127E-10	
-0.225	5.57859E-10	-9.15E-12	-5.57099E-10	
-0.22	5.56385E-10	-7.25E-12	-5.54656E-10	
-0.215	5.57739E-10	9E-13	-5.56397E-10	
-0.21	5.55333E-10	-1.025E-11	-5.54822E-10	
-0.205	5.55686E-10	4.1E-12	-5.55822E-10	
-0.2	5.55703E-10	-1.035E-11	-5.5628E-10	
-0.195	5.5517E-10	-1.045E-11	-5.56388E-10	
-0.19	5.56132E-10	-2.27E-11	-5.57682E-10	
-0.185	5.55953E-10	5.45E-12	-5.56067E-10	
-0.18	5.58078E-10	-1.255E-11	-5.58949E-10	
-0.175	5.56343E-10	1.365E-11	-5.56101E-10	
-0.17	5.57613E-10	-1.09E-11	-5.58816E-10	
-0.165	5.56425E-10	-1.19E-11	-5.57203E-10	
-0.16	5.58985E-10	5.7E-12	-5.59202E-10	
-0.155	5.57863E-10	-9.3E-12	-5.5725E-10	
-0.15	5.62088E-10	-5E-12	-5.60515E-10	
-0.145	5.59158E-10	-2.2E-12	-5.58344E-10	
-0.14	5.62678E-10	-3.95E-12	-5.60846E-10	
-0.135	5.60912E-10	-1.995E-11	-5.59103E-10	
-0.13	5.60173E-10	1.25E-12	-5.59958E-10	
-0.125	5.59092E-10	-3.06E-11	-5.59308E-10	
-0.12	5.59806E-10	-1.045E-11	-5.5987E-10	
-0.115	5.60121E-10	7.85E-12	-5.60996E-10	
-0.11	5.5936E-10	1.9E-12	-5.60904E-10	
-0.105	5.62637E-10	1.265E-11	-5.61502E-10	
-0.1	5.61769E-10	-7E-13	-5.61971E-10	
-0.095	5.64072E-10	9.7E-12	-5.6424E-10	
-0.09	5.62294E-10	-1.67E-11	-5.62054E-10	
-0.085	5.62962E-10	-1.5E-12	-5.63021E-10	
-0.08	5.61263E-10	1.745E-11	-5.6112E-10	
-0.075	5.64424E-10	2.35E-12	-5.63037E-10	
-0.07	5.63633E-10	-3.5E-12	-5.63829E-10	
-0.065	5.65123E-10	-8.95E-12	-5.65312E-10	
-0.06	5.64481E-10	-3.5E-12	-5.63546E-10	
-0.055	5.65847E-10	7.3E-12	-5.65106E-10	
-0.05	5.65285E-10	5.455E-11	-5.63147E-10	
-0.045	5.65501E-10	-9E-13	-5.65966E-10	
